RecordingName,Transcription,Start,End,Emotion,category
Ses02M_script02_2_F037,Don't be ridiculous. I mean don't you know that?,338.13,341.18,HAPPINESS,test
Ses02M_script02_2_F038,"You're the one who probably wishes he was with someone else, someone who knew how to enjoy herself and didn't take everything so hard.",341.2,348.55,SADNESS,validate
Ses02M_script02_2_F039,"Okay.  Fine, so we're in the wrong spot but we're with the right person.",353.05,362.08,EXCITED,train
Ses02M_script02_2_F040,"Yes, I noticed that. It looks pretty on the water doesn't it? Big old white moon.",368.65,375.59,EXCITED,train
Ses02M_script02_2_F041,"Augie, you brought refreshments.",378.26,381.31,EXCITED,train
Ses02M_script02_2_F042,"Well, I guess we don't need glasses.",382.72,385.48,HAPPINESS,train
Ses02M_script02_2_F043,No. No. I think you might be right. I think this may be the spot after all.,391.92,400.12,EXCITED,test
Ses02M_script02_2_F044,"Augie, I'm sorry.",403.83,406.02,SADNESS,train
Ses02M_script02_2_F045,Or not.,410.61,412.12,HAPPINESS,test
Ses02M_script02_2_M000,So what do you think?,3.88,5.86,NEUTRAL STATE,validate
Ses02M_script02_2_M001,What I was saying.,6.88,8.73,NEUTRAL STATE,train
Ses02M_script02_2_M002,Certainly it's not. Slightly exaggerated scientific fact.,10.12,14.9,NEUTRAL STATE,train
Ses02M_script02_2_M003,"Well, I'm not the only one look at all these people.",20.34,23.46,FRUSTRATION,test
Ses02M_script02_2_M004,Are we talking about the same thing?,35.32,37.37,FRUSTRATION,train
Ses02M_script02_2_M005,"Carla, can I ask you something? Don't take this wrong but are you having your period?",39.49,46.98,FRUSTRATION,validate
Ses02M_script02_2_M006,"Well, what's bugging you?",53.36,55.24,FRUSTRATION,validate
Ses02M_script02_2_M007,"There is nothing to it, we come here, the Grunion arrive, then do their little fish business, we go oh ah look, they go home, we go home.",58.79,68.15,FRUSTRATION,train
Ses02M_script02_2_M008,Why not?,69.78,71.1,FRUSTRATION,train
Ses02M_script02_2_M009,We've missed them twice; that's not ever.,73.46,76.01,FRUSTRATION,train
Ses02M_script02_2_M010,"Well, we'll see them this year.",78.81,81.01,NEUTRAL STATE,validate
Ses02M_script02_2_M011,I thought you wanted to see them.,98.12,100.09,FRUSTRATION,train
Ses02M_script02_2_M012,No of course not.,102.51,104.44,FRUSTRATION,train
Ses02M_script02_2_M013,"It's just fish, I mean nothing to get traumatized over.",110.82,113.81,FRUSTRATION,train
Ses02M_script02_2_M014,All right. I've been trying to work this backwards but I cannot seem to pinpoint the moment that we took a turn for the worst.,114.92,123.02,FRUSTRATION,train
Ses02M_script02_2_M015,"You were fine during the phone call from Marge, dinner was okay, doing the dishes was no problem, let's see, I took a shower, you watched the news, you said",123.33,135.18,NEUTRAL STATE,train
Ses02M_script02_2_M016,"""the Grunion are running tonight,"" I said ""great, let's go, I feel lucky,""",135.19,139.71,NEUTRAL STATE,train
Ses02M_script02_2_M017,"okay so I'm getting on my jacket and putting out the animals, getting the car out of the garage-",140.14,146.32,NEUTRAL STATE,train
Ses02M_script02_2_M018,Wait a minute I've got it,176.61,178.69,EXCITED,validate
Ses02M_script02_2_M019,"It was in the car, right? Driving past the Knickerbocker Liquor Locker you said, let's get some champagne and I said times are wasting or something like that, right?",182.22,191.59,EXCITED,train
Ses02M_script02_2_M020,"Of course, I see it now; you want this to be like that other time, right? That's it, right?",191.76,197.31,EXCITED,train
Ses02M_script02_2_M021,"Yea. Okay, sure, no. I see. Listen, you want to dance?",201.82,207.29,NEUTRAL STATE,test
Ses02M_script02_2_M022,You want to go get some champagne?,207.94,210.22,NEUTRAL STATE,train
Ses02M_script02_2_M023,Take off our shoes?,210.71,212.51,NEUTRAL STATE,train
Ses02M_script02_2_M024,"What, you want me to breathe in your ear?",212.59,215.52,EXCITED,train
Ses02M_script02_2_M025,Get married again?,215.65,217.27,NEUTRAL STATE,train
Ses02M_script02_2_M026,What? What? You want a divorce?,217.29,219.28,FRUSTRATION,train
Ses02M_script02_2_M027,A vacation?,219.3,220.44,FRUSTRATION,train
Ses02M_script02_2_M028,"A new carpet? A poodle, a ice cream, backrub, a suicide pact, what, what Carla, what the hell do you want?",220.46,227.86,FRUSTRATION,validate
Ses02M_script02_2_M029,"Well welcome to the human race, all right. Do you think this is what I had in mind when I proposed? You think I had this great fantasy going that four years down the road we'd come to the beach and yell at each other over fish?",229.51,242.45,ANGER,train
Ses02M_script02_2_M030,"You think I knew that there be times when you'd look at me like I'm a used Kleenex, or that I'd look at you and think holy hell when is the next flight to Alaska?",242.59,252.15,FRUSTRATION,train
Ses02M_script02_2_M031,"No, no, just like you I thought it was going to be all like peaches and roses and sand in our toes, and wind in our hair, and the fish will always come and the bills will pay themselves and we'll have three, fat, rosy kids and ha-ha baby the joke is on us",252.28,268.43,FRUSTRATION,train
Ses02M_script02_2_M032,"'cause you know what you get Carla, you know what you get? This.",268.4566,271.49,FRUSTRATION,train
Ses02M_script02_2_M033,"Yes, it is.",274.59,276.07,FRUSTRATION,test
Ses02M_script02_2_M034,Right.,280.08,281.28,FRUSTRATION,train
Ses02M_script02_2_M035,"No, I know. Me neither.",286.09,288.23,SADNESS,validate
Ses02M_script02_2_M036,I'm doing the best I can.,300.26,302.62,FRUSTRATION,validate
Ses02M_script02_2_M037,Maybe if you were with somebody else too.,322.35,326.02,SADNESS,train
Ses02M_script02_2_M038,"No, I know. But still, I know I don't make you happy.",326.34,332.26,SADNESS,train
Ses02M_script02_2_M039,Yeah?,336.92,338.23,EXCITED,test
Ses02M_script02_2_M040,"Now that you mention it. No, I don't.",348.92,353.18,HAPPINESS,train
Ses02M_script02_2_M041,I don't know it seemed like a pretty good spot to me. Look at the moon - view the moon view I got from here.,362.2472,368.35,HAPPINESS,train
Ses02M_script02_2_M042,What have we got here?,376.27,378.43,HAPPINESS,train
Ses02M_script02_2_M043,It's not champagne.,381.05,382.94,EXCITED,train
Ses02M_script02_2_M044,You still cold? Do you want my jacket? Do you want to go home?,387.74,391.54,EXCITED,test
Ses02M_script02_2_M045,"Shh, if we're very quiet the fish might come.",405.3,409.48,HAPPINESS,train
Ses02M_script02_2_M046,Or not.,412.47,413.86,HAPPINESS,test
Ses02M_script03_1_F000,Do you think it's them?,6.7608,8.6428,EXCITED,train
Ses02M_script03_1_F001,"Well, nobody knows we're here except Freda and she wouldn't ring up.",9.1462,12.2099,EXCITED,train
Ses02M_script03_1_F002,What are we going to do?,13.0059,15.7092,EXCITED,train
Ses02M_script03_1_F003,Now and always sweet.,18.5326,20.8905,HAPPINESS,train
Ses02M_script03_1_F004,It's bound to come sooner or later.,21.3711,24.1945,EXCITED,validate
Ses02M_script03_1_F005,Oh. It sends shivers down my spine.,29.3458,33.1455,EXCITED,validate
Ses02M_script03_1_F006,Behave exquisitely.,34.9176,37.651,HAPPINESS,test
Ses02M_script03_1_F007,"Yes, I should probably to a court curtsey.",38.1466,42.2165,HAPPINESS,test
Ses02M_script03_1_F008,What's so horrible is that one can't stay happy.,45.7158,49.155,EXCITED,validate
Ses02M_script03_1_F009,It's true; the whole business is a very poor joke.,49.6807,53.3001,EXCITED,train
Ses02M_script03_1_F010,Yes. Meaning just that.,55.8532,58.0008,EXCITED,test
Ses02M_script03_1_F011,Don't laugh at me. I'm serious.,65.7202,68.3785,EXCITED,train
Ses02M_script03_1_F012,Who's they?,70.1807,71.6825,EXCITED,train
Ses02M_script03_1_F013,"Well, if I laugh at everything then I must laugh at us too.",82.1503,85.5445,EXCITED,validate
Ses02M_script03_1_F014,"Well, shall we always want to bicker and fight?",87.6921,91.4166,EXCITED,train
Ses02M_script03_1_F015,"Oh dear, should we like that?",94.2401,96.7481,SADNESS,test
Ses02M_script03_1_F016,"Well, what happens if one of us dies, does the one that's left still laugh?",98.265,103.4163,FEAR,train
Ses02M_script03_1_F017,"Well that's serious enough, isn't it?",105.1884,107.5613,EXCITED,validate
Ses02M_script03_1_F018,"Darling, I believe you're talking nonsense.",112.202,115.3408,EXCITED,validate
Ses02M_script03_1_F019,"Elliot, worms don't pop.",135.4354,138.0486,EXCITED,validate
Ses02M_script03_1_F020,"Thank you dear, the same applies you, except that if I catch you so much as looking at another woman, I'll kill you.",148.4863,155.8903,EXCITED,test
Ses02M_script03_1_F021,Which particular one?,157.9779,160.6512,HAPPINESS,train
Ses02M_script03_1_F022,"Oh Charles, that was his name Charles. It did wiggle so beautifully.",164.1655,169.3167,HAPPINESS,train
Ses02M_script03_1_F023,I know you did. You threw it out of the window into the Grand Canal; I don't think I'll ever forgive you for that.,169.9475,176.6757,HAPPINESS,train
Ses02M_script03_1_F024,It went on intermittently for days.,177.4867,180.2651,HAPPINESS,train
Ses02M_script03_1_F025,It burned my comb too and all the towels in the bathroom.,183.4941,188.0446,HAPPINESS,train
Ses02M_script03_1_F026,That was the first time you ever hit me.,188.6003,191.8743,EXCITED,train
Ses02M_script03_1_F027,The manager came in and found us rolling around on the floor biting and scratching like panthers.,192.7754,200.645,HAPPINESS,train
Ses02M_script03_1_F028,"Oh it was ridiculous, completely ridiculous.",200.7651,205.3307,HAPPINESS,test
Ses02M_script03_1_F029,And very much sillier.,206.4871,209.2956,HAPPINESS,train
Ses02M_script03_1_M000,Good God.,5.5365,7.2541,FEAR,validate
Ses02M_script03_1_M001,I wonder.,8.1099,9.5667,EXCITED,train
Ses02M_script03_1_M002,Must be them then.,11.5341,13.4564,FEAR,train
Ses02M_script03_1_M003,"We're all right darling, aren't we whatever happens?",16.2649,19.1183,FEAR,train
Ses02M_script03_1_M004,I don't care then.,20.3799,22.092,EXCITED,validate
Ses02M_script03_1_M005,Hello? Hello? What? Wrong number.,23.7318,30.3521,EXCITED,validate
Ses02M_script03_1_M006,What do we do if they suddenly walk in on us?,32.3946,35.4283,FEAR,test
Ses02M_script03_1_M007,With the most perfect poise.,36.855,38.9426,HAPPINESS,validate
Ses02M_script03_1_M008,"Things that ought to matter dreadfully don't matter at all when one's is happy, do they?",41.781,46.2415,HAPPINESS,test
Ses02M_script03_1_M009,Oh darling don't say that.,48.314,50.2964,SADNESS,test
Ses02M_script03_1_M010,Meaning that sacred and beautiful thing love?,52.7895,56.484,HAPPINESS,train
Ses02M_script03_1_M011,What does it all mean that's what I ask- that's what I ask myself in my ceaseless quest for ultimate truth?  Good God what does it all mean?,57.8506,66.9518,HAPPINESS,train
Ses02M_script03_1_M012,"You mustn't be serious my dear one, that's just what they want.",67.6426,70.7814,EXCITED,train
Ses02M_script03_1_M013,"All those futile moralists, who try to make life unbearable, laugh at them, be flippant. Laugh at everything all their sacred shibboleths",71.0668,79.0343,FRUSTRATION,test
Ses02M_script03_1_M014,flippancy brings out the acid in their damned sweetness in light.,79.0941,83.0664,EXCITED,train
Ses02M_script03_1_M015,"Certainly you must, we figures of fun all right.",84.8536,88.1727,EXCITED,train
Ses02M_script03_1_M016,"No, that desire will fade along with our passion.",90.8309,94.6456,SADNESS,train
Ses02M_script03_1_M017,Depends on how well we play it.,96.2375,98.7456,EXCITED,train
Ses02M_script03_1_M018,"Yes, yes, with all his might.",102.7104,105.5789,EXCITED,train
Ses02M_script03_1_M019,"No, no it isn't, death is very laughable, such a cunning little mystery, all done with mirrors.",106.7203,112.7727,EXCITED,train
Ses02M_script03_1_M020,So is everyone else in the long run.,114.7701,117.3683,EXCITED,train
Ses02M_script03_1_M021,"Let's be superficial and pity the poor philosophers, let's blow our trumpets and squeakers and enjoy the party as much as we can. Like quite idiotic, very small, school children. Let's savor the delight of the moment.",117.3833,131.09,EXCITED,train
Ses02M_script03_1_M022,Come kiss me darling before your body rots and worms pop in and out of your eye sockets.,131.1199,135.9153,EXCITED,test
Ses02M_script03_1_M023,"I don't care what you do see. You can paint yourself green and dance naked in the Place Vendome, and rush off madly with all the men in the world and I shan't say a word, as long as you love me best.",137.4478,149.5226,EXCITED,validate
Ses02M_script03_1_M024,You remember that awful scene we had in Venice?,155.2896,158.9541,HAPPINESS,train
Ses02M_script03_1_M025,"The one when you bought that little, painted, wooden snake in the Piazza and put it on my bed.",160.2156,165.2468,EXCITED,train
Ses02M_script03_1_M026,"Horrible thing, I hated it.",168.731,170.9537,EXCITED,train
Ses02M_script03_1_M027,How long did that row last?,176.0149,178.2226,EXCITED,validate
Ses02M_script03_1_M028,The worst one was in Cannes when your curling iron burned a hole in my new dressing gown.,179.9197,185.0409,EXCITED,train
Ses02M_script03_1_M029,"That was a rouser, wasn't it?",186.723,189.3062,HAPPINESS,validate
Ses02M_script03_1_M030,I didn't hit you very hard.,191.3336,193.7366,EXCITED,train
Ses02M_script03_1_M031,I'll never forget his face.,199.3084,201.8314,HAPPINESS,test
Ses02M_script03_1_M032,We were very much younger then.,204.6399,207.0278,EXCITED,train
Ses02M_script03_1_M033,As a matter of fact the real cause of that row was Peter Burden.,208.7249,213.5908,EXCITED,test
Ses02M_script03_2_F000,You knew there was nothing in that.,6.187,9.2081,EXCITED,train
Ses02M_script03_2_F001,"Presents, just a trivial little broach.",10.8543,13.8031,EXCITED,train
Ses02M_script03_2_F002,No it wasn't. It was very pretty I still have it and I wear it often.,17.8192,22.7036,NEUTRAL STATE,test
Ses02M_script03_2_F003,"No I didn't, you worked the whole thing up in your jealous imagination.",24.2956,28.6373,NEUTRAL STATE,validate
Ses02M_script03_2_F004,"Just a little perhaps, nothing serious.",30.3559,33.9378,EXCITED,test
Ses02M_script03_2_F005,What of it?,35.0775,36.6876,NEUTRAL STATE,test
Ses02M_script03_2_F006,"It gave him a lot of pleasure, it didn't hurt me any.",37.1398,40.1248,NEUTRAL STATE,test
Ses02M_script03_2_F007,"Well, if you hadn't been so nosey and suspicious you never wouldn't have known anything about it.",40.7398,45.6966,NEUTRAL STATE,train
Ses02M_script03_2_F008,I'm bored of this conversation.,47.2886,50.2012,FRUSTRATION,test
Ses02M_script03_2_F009,No thanks.,53.9821,55.8816,NEUTRAL STATE,train
Ses02M_script03_2_F010,I don't see why you want any you've already had two glasses.,57.0756,61.8515,FRUSTRATION,train
Ses02M_script03_2_F011,It just seems so silly to go on and on and on with such a thing.,64.8002,69.16,NEUTRAL STATE,test
Ses02M_script03_2_F012,"Well, it's become a habit with you.",74.1892,76.9751,NEUTRAL STATE,train
